停机位 国际国内属性 远近机位属性 滑行道 飞行任务 航空公司 机型
302 国际、国内 远机位 A3 2,3,D,M,Y,Z 2P,3K,3U,5J,7P,8M,AE,AF,AI,AK,AY,B7,BR,CI,CZ,EK,ET,FD,GA,GE,H8,HU,IA,IW,IY,JL,JT,K6,KA,KE,KQ,LH,MH,MK,MS,NH,NN,NW,O8,OX,OZ,PR,QR,QV,RJ,SG,SJ,SL,SQ,SU,SV,TG,TK,TR,TW,U6,UB,UL,UM,VN,ZB,MU 312,313,319,320,321,32B,32V,732,733,734,735,736,738,739,73G,73H,73W,752,762,763,76W,AB6,CR2,E90,ER4,F70,M82,M90
303 国际、国内 远机位 A3 2,3,D,M,Y,Z 2P,3K,3U,5J,7P,8M,AE,AF,AI,AK,AY,B7,BR,CI,CZ,EK,ET,FD,GA,GE,H8,HU,IA,IW,IY,JL,JT,K6,KA,KE,KQ,LH,MH,MK,MS,NH,NN,NW,O8,OX,OZ,PR,QR,QV,RJ,SG,SJ,SL,SQ,SU,SV,TG,TK,TR,TW,U6,UB,UL,UM,VN,ZB,MU 312,313,319,320,321,32B,32V,732,733,734,735,736,738,739,73G,73H,73W,752,762,763,AB6,CR2,E90,ER4,F70,M82,M90
304 国际、国内 远机位 A3 2,3,D,M,Y,Z 2P,3K,3U,5J,7P,8M,AE,AF,AI,AK,AY,B7,BR,CI,CZ,EK,ET,FD,GA,GE,H8,HU,IA,IW,IY,JL,JT,K6,KA,KE,KQ,LH,MH,MK,MS,NH,NN,NW,O8,OX,OZ,PR,QR,QV,RJ,SG,SJ,SL,SQ,SU,SV,TG,TK,TR,TW,U6,UB,UL,UM,VN,ZB,MU 312,313,319,320,321,32B,32V,732,733,734,735,736,738,739,73G,73H,73W,752,762,763,76W,AB6,CR2,E90,ER4,F70,M82,M90
305 国际、国内 远机位 A3 2,3,D,M,Y,Z 2P,3K,3U,5J,7P,8M,AE,AF,AI,AK,AY,B7,BR,CI,CZ,EK,ET,FD,GA,GE,H8,HU,IA,IW,IY,JL,JT,K6,KA,KE,KQ,LH,MH,MK,MS,NH,NN,NW,O8,OX,OZ,PR,QR,QV,RJ,SG,SJ,SL,SQ,SU,SV,TG,TK,TR,TW,U6,UB,UL,UM,VN,ZB,MU 312,313,319,320,321,32B,32V,732,733,734,735,736,738,739,73G,73H,73W,752,AB6,CR2,E90,ER4,F70,M82,M90
306 国际、国内 远机位 A3 2,3,D,M,Y,Z 2P,3K,3U,5J,7P,8M,AE,AF,AI,AK,AY,B7,BR,CI,CZ,EK,ET,FD,GA,GE,H8,HU,IA,IW,IY,JL,JT,K6,KA,KE,KQ,LH,MH,MK,MS,NH,NN,NW,O8,OX,OZ,PR,QR,QV,RJ,SG,SJ,SL,SQ,SU,SV,TG,TK,TR,TW,U6,UB,UL,UM,VN,ZB,MU 312,313,319,320,321,32B,32V,332,333,342,343,345,346,732,733,734,735,736,738,739,73G,73H,73W,741,742,743,744,752,762,763,772,773,788,789,AB6,D10,E90,M11,M82,M90
307 国际、国内 远机位 A3 2,3,D,M,Y,Z 2P,3K,3U,5J,7P,8M,AE,AF,AI,AK,AY,B7,BR,CI,CZ,EK,ET,FD,GA,GE,H8,HU,IA,IW,IY,JL,JT,K6,KA,KE,KQ,LH,MH,MK,MS,NH,NN,NW,O8,OX,OZ,PR,QR,QV,RJ,SG,SJ,SL,SQ,SU,SV,TG,TK,TR,TW,U6,UB,UL,UM,VN,ZB,MU 312,313,319,320,321,32B,32V,332,333,342,343,345,346,732,733,734,735,736,738,739,73G,73H,73W,741,742,743,744,752,762,763,772,773,788,789,AB6,D10,E90,M11,M82,M90
308 国际、国内 远机位 A3 2,3,D,M,Y,Z 2P,3K,3U,5J,7P,8M,AE,AF,AI,AK,AY,B7,BR,CI,CZ,EK,ET,FD,GA,GE,H8,HU,IA,IW,IY,JL,JT,K6,KA,KE,KQ,LH,MH,MK,MS,NH,NN,NW,O8,OX,OZ,PR,QR,QV,RJ,SG,SJ,SL,SQ,SU,SV,TG,TK,TR,TW,U6,UB,UL,UM,VN,ZB,MU 312,313,319,320,321,32B,32V,332,333,342,343,345,346,732,733,734,735,736,738,739,73G,73H,73W,741,742,743,744,752,762,763,772,773,788,789,AB6,D10,E90,M11,M82,M90
309 国内 远机位 A18 2,3,4,D,Y,Z 9C,BK,CA,GJ,HO,KY,SC,ZH 319,733,735,736,73G,CCX,CR2,ER4,F70,FA7,G55,G65
310 国内 远机位 A18 2,3,4,D,Y,Z 9C,BK,CA,GJ,HO,KY,SC,ZH 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E70,E90,ER4,F70,FA7,G55,G65
311 国内 远机位 A18 2,3,4,D,Y,Z 9C,BK,CA,GJ,HO,KY,SC,ZH 319,320,321,733,734,735,736,738,73G,CCX,CR2,E70,E90,ER4,F70,FA7,G55,G65
312 国内 远机位 A18 2,3,4,D,Y,Z 9C,BK,CA,GJ,HO,KY,SC,ZH 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E70,E90,ER4,F70,FA7,G55,G65
313 国内 远机位 A18 2,3,4,D,Y,Z 9C,BK,CA,GJ,HO,KY,SC,ZH 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E70,E90,ER4,F70,FA7,G55,G65
401 国际、国内 远机位 B6 2,3,C,D,E,M,Y,Z,5,O CZ,MF,NS,OQ,MU 312,313,319,320,321,32B,32V,332,333,343,345,346,732,733,734,735,736,738,739,73G,73H,73W,741,742,743,744,752,762,763,772,773,788,789,AB6,D10,IL9,ILW,M11,T20,TU5
402 国际、国内 远机位 B6 2,3,C,D,E,M,Y,Z,5,O CZ,MF,NS,OQ,MU 312,313,319,320,321,32B,32V,332,333,343,345,346,732,733,734,735,736,738,739,73G,73H,73W,741,742,743,744,752,762,763,772,773,788,789,AB6,D10,IL9,ILW,M11,T20,TU5
403 国际、国内 远机位 B6 2,3,C,D,E,M,Y,Z,5,O CZ,MF,NS,OQ,MU 100,312,313,319,320,321,32B,32V,605,732,733,734,735,736,738,73G,73H,73W,752,753,762,763,76W,850,901,AB6,CCJ,CCX,D10,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,LJ4,LJ6,M11,T20,TU5
404 国际、国内 远机位 B6 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ,MU 100,319,320,321,32B,32V,605,732,733,734,735,736,738,739,73G,73H,73W,850,901,ARJ,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6
405 国际、国内 远机位 B6 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ,MU 100,319,320,321,605,732,733,734,735,736,738,739,73G,850,901,ARJ,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6
406 国际、国内 远机位 B6 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ,MU 100,319,320,321,605,732,733,734,735,736,738,739,73G,850,901,ARJ,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6
407 国际、国内 远机位 B6 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ,MU 100,319,320,32V,605,732,733,734,735,736,738,73G,73H,73W,850,901,ARJ,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6
408 国际、国内 远机位 B6 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ,MU 100,319,320,32V,605,732,733,734,735,736,738,73G,73H,73W,850,901,ARJ,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6
409 国际、国内 远机位 B6 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ,MU 100,319,320,32V,605,732,733,734,735,736,738,73G,73H,73W,850,901,ARJ,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6
410 国际、国内 远机位 B6 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ,MU 100,319,320,605,732,733,734,735,736,738,73G,850,901,ARJ,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6
411 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6,S76
412 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6,S76
413 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
414 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
415 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
416 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
417 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
418 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
419 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
420 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ 100,319,320,321,605,732,733,734,735,736,738,739,73G,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,LJ4,LJ6
421 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ 100,319,320,321,32B,32V,605,732,733,734,735,736,738,739,73G,73H,73W,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,LJ4,LJ6
422 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O CZ,MF,NS,OQ 100,319,320,321,605,732,733,734,735,736,738,739,73G,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,LJ4,LJ6
423 国内 远机位 B3 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
424 国内 远机位 B4 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
425 国内 远机位 B4 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
426 国内 远机位 B4 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
427 国内 远机位 B4 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
428 国内 远机位 B4 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
429 国内 远机位 B4 2,3,D,F,M,P,V,Y,Z,5,O YT,ZZ 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,H80,LJ4,LJ6
430 国内 远机位 B16 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,LJ4,LJ6
431 国内 远机位 B16 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 605,850,CCJ,CR2,CR7,CR9,ER3,ER4,ERD,G15,G20,G25,G35,G45,GIV,LJ4,LJ6
432 国内 远机位 B22 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 319,320,733,734,735,736,738,73G,CCX,CR2,E90,ER4,F70,FA7,G55,G65
433 国内 远机位 B22 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E90,ER4,F70,FA7,G55,G65
434 国内 远机位 B22 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E90,ER4,F70,FA7,G55,G65
435 国内 远机位 B22 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E90,ER4,F70,FA7,G55,G65
436 国内 远机位 B22 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E90,ER4,F70,FA7,G55,G65
437 国内 远机位 B22 2,3,4,D,Y,Z,5,O 3U,AQ,CZ,EU,FM,GS,HU,JD,KN,MF,MU,NS,OQ,PN 319,320,321,733,734,735,736,738,739,73G,CCX,CR2,E90,ER4,F70,FA7,G55,G65
501 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 319,320,321,605,733,734,735,736,738,739,73G,73M,73X,73Y,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6,M82,M90
502 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 319,320,321,605,733,734,735,736,738,739,73G,73M,73X,73Y,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6,M82,M90
503 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 319,320,321,605,733,734,735,736,738,739,73G,73M,73X,73Y,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6,M82,M90
504 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 319,320,321,605,733,734,735,736,738,739,73G,73M,73X,73Y,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6,M82,M90
505 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 319,320,321,605,733,734,735,736,738,739,73G,73M,73X,73Y,850,901,CCJ,CCX,CR2,CR7,CR9,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,LJ4,LJ6,M82,M90
506 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
507 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
508 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
509 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
510 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
511 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
512 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
513 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
514 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
515 国际、国内 远机位 C I,J 5X,AQ,BK,BR,CF,CI,CK,CZ,EY,GJ,JL,KE,LH,O3,OZ,SV,Y8,CA,TK,NH 100,312,313,319,31F,31X,31Y,320,321,332,333,33F,342,343,345,346,605,732,733,734,735,736,738,739,73G,73H,73M,73W,73X,73Y,741,742,743,744,74C,74D,74E,74J,74L,74R,74T,74U,74V,74X,74Y,752,75F,75M,762,763,76X,76Y,772,773,77F,788,789,850,901,AB6,ABY,CCJ,CCX,CR2,CR7,CR9,D10,D1C,D1F,D1M,D1X,D1Y,E90,ER3,ER4,ERD,F70,G15,G20,G25,G35,G45,G55,G65,GIV,I93,I9F,I9M,I9X,I9Y,ILW,M11,M1F,M1M,M82,M90,T20,TU5
FX01 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX02 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX03 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX04 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX05 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX06 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX07 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX08 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX09 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX10 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX11 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,77F,ABY,D1F,M1F
FX12 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX13 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,77F,ABY,D1F,M1F
FX14 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX15 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,77F,ABY,D1F,M1F
FX16 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX17 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,77F,ABY,D1F,M1F
FX18 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX19 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,77F,ABY,D1F,M1F
FX20 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX21 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,772,77F,ABY,D1F,M1F
FX22 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX23 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,77F,ABY,D1F,M1F
FX24 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
FX26 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,77F,ABY,D1F,M1F
FX28 国际、国内 远机位 Q15 I,J FX 31X,31Y,75F,76X,76Y,ABY,D1F,M1F
GY01 国内 远机位 J12 2,3,4,D,Y,Z 3U,AQ,EU,FM,GS,HU,JD,KN,MU,PN 319,320,321,732,733,736,738,739,73G,73H,73W,E90,ER4,G45,G55,G65
GY02 国内 远机位 J12 2,3,4,D,Y,Z 3U,AQ,EU,FM,GS,HU,JD,KN,MU,PN 319,320,321,32B,32V,732,733,736,738,739,73G,73H,73W,E90,ER4,G45,G55,G65
GY03 国内 远机位 J12 2,3,4,D,Y,Z 3U,AQ,EU,FM,GS,HU,JD,KN,MU,PN 319,320,321,32B,32V,732,733,736,738,739,73G,73H,73W,E90,ER4,G45,G55,G65
GY04 国内 远机位 J12 2,3,4,D,Y,Z 3U,AQ,EU,FM,GS,HU,JD,KN,MU,PN 319,320,321,32B,32V,732,733,736,738,739,73G,73H,73W,E90,ER4,G45,G55,G65
